ID,X,Y,A,B,theta,total_flux,mu_max,mu_median,mu_mean,R_fwhm,R_e,R10,R90,n_pix,ra,dec,re_arcsec,r_fwhm_arcsec,r_10_arcsec,r_90_arcsec,A_arcsec,B_arcsec,axis_ratio,mag,mu,lsb,ID_known,class,example_id,associated_lsb_ra,associated_lsb_dec
5739,582.4022,745.61096,3.5543563,1.8168511,-1.3498291,1991.1792,111.91568,0.67742145,6.1456146,1.4927053,2.2567585,0.5641896,4.6180906,324,177.89989707758846,37.395892053185506,1.676938090887605,1.1091901840803122,0.4192345041450565,3.4315820830230592,2.6411490055565676,1.350054432080812,0.5111617819519108,21.752224132617286,24.14107990119782,0,,0.0,282.255.5739,177.8689040283955,37.409889893281466
7413,798.3501,968.9382,4.541066,3.3780909,1.4407637,2171.082,243.6192,0.7599724,2.8986409,0.97720504,1.9544101,0.0,8.253382,749,177.84386397274744,37.44205731878934,1.4522709195093109,0.7261354523239175,0.0,6.132871840051172,3.3743471216058842,2.5101708067969133,0.7438982168504048,21.6583094332168,24.142206114528122,0,,0.0,282.255.7413,177.8689040283955,37.409889893281466
7183,557.7409,954.9436,3.0772045,1.2282709,-0.6319253,1002.4521,69.84921,0.93368125,5.538409,1.4927053,2.0342145,0.5641896,3.9894228,181,177.9064082035852,37.439090447950655,1.5115714774469151,1.1091901840803122,0.4192345041450565,2.964435518455113,2.2865900092990663,0.9126959123622668,0.3991515351027207,22.497340925080376,24.392203558567495,0,,0.0,282.255.7183,177.8689040283955,37.409889893281466
4502,741.72003,567.31506,2.544912,1.8487937,1.5519745,1291.4365,84.2083,0.7162467,4.730537,1.4927053,1.9544101,0.5641896,4.4064617,273,177.85843987959004,37.3591435607705,1.4522709195093109,1.1091901840803122,0.4192345041450565,3.2743261943036224,1.8910574041293993,1.3737901409136297,0.7264666518920889,22.22231735811998,24.680469452726502,0,,0.0,282.255.4502,177.8689040283955,37.409889893281466
7758,808.3296,1042.4216,6.394118,3.200197,-0.53985435,180.81607,10.170523,0.7563993,1.1974574,1.4927053,2.4592454,0.5641896,4.8533425,151,177.84129287224562,37.457227474531535,1.8274007990221923,1.1091901840803122,0.4192345041450565,3.606391603875061,4.75130149363792,2.3779825123708367,0.5004907635423682,24.35690743572767,26.90944133748504,0,,0.0,282.255.7758,177.8689040283955,37.409889893281466
15580,2205.676,2281.3674,12.8511915,7.406388,-0.18393523,27841.102,361.9391,2.0306416,8.283577,2.3262134,6.69938,1.7841241,20.153496,3361,169.91426163853723,37.712749027440594,4.978133684809696,1.7285482066393743,1.3257358561674042,14.975534647128164,9.54938356923925,5.503492798672462,0.5763191685377967,18.88828394644615,23.770149065369004,1.0,111939+374245,1.0,270.255.15580,,
15519,2227.6853,2299.0544,3.4409213,2.734663,-1.5186753,6565.863,350.45993,5.5121,18.921795,1.2615663,2.8768137,0.5641896,6.8868117,347,169.90850661842248,37.71638746198821,2.1376848581349344,0.9374368514177035,0.4192345041450565,5.11740926842656,2.5568584302292408,2.032056398786565,0.7947473253747477,20.456770458206748,23.851936232565606,0,,0.0,270.255.15519,169.91426163853723,37.712749027440594
15251,2126.9182,2254.7397,4.025426,2.1455579,0.70052737,79.46874,3.4704733,0.8600135,1.0595832,1.9544101,2.3262134,0.7978846,3.867889,75,169.93482748202624,37.70729445900348,1.7285482066393743,1.4522709195093109,0.5928871334139743,2.8741269371202844,2.991188552718126,1.59430783963584,0.5330014512749706,25.2495091819848,27.749612321944475,0,,0.0,270.255.15251,169.91426163853723,37.712749027440594
16184,2134.5867,2383.7527,2.878749,1.4503525,-0.9192402,2859.2817,151.98293,1.9706514,13.487178,1.6925688,2.185097,0.5641896,4.370194,212,169.93274419267897,37.73391945612244,1.6236883085116254,1.2577035124351696,0.4192345041450565,3.2473766170232508,2.1391229288400164,1.077718928482629,0.5038134620281239,21.35935763825003,23.662420057047594,0,,0.0,270.255.16184,169.91426163853723,37.712749027440594
15918,2302.5093,2341.6995,6.7678294,3.3952203,1.3113244,2235.4692,212.63104,1.0607445,4.155147,0.97720504,2.185097,0.5641896,8.425147,538,169.8889506839196,37.72514587580413,1.6236883085116254,0.7261354523239175,0.4192345041450565,6.260505909527951,5.028996639865987,2.522899214969099,0.5016704912804096,21.62657827351715,23.92501266331078,0,,0.0,270.255.15918,169.91426163853723,37.712749027440594
15158,2311.8193,2248.969,3.4454098,2.5401487,-0.29936796,4849.9824,327.09064,1.6094092,10.210489,1.2615663,2.2567585,0.5641896,6.2316775,475,169.8865924566722,37.706000260621686,1.676938090887605,0.9374368514177035,0.4192345041450565,4.6305962157125995,2.560193716934021,1.8875179207472275,0.7372558991386162,20.785649593492664,23.572155064025065,0,,0.0,270.255.15158,169.91426163853723,37.712749027440594
6571,1316.9589,976.33276,12.04336,7.564031,-0.19564387,1672.4146,5.0578494,0.7736541,1.0050569,6.840435,9.901487,3.5682483,16.669868,1664,210.93769948460147,53.94363920450132,7.357535468118737,5.082947958206762,2.651471786642187,12.386941987487088,8.949105155147148,5.620633180092004,0.6280665030356977,21.94164012440212,27.76519070691186,1.0,140344+535636,1.0,248.288.6571,,
5553,1381.2787,802.4049,3.7921133,2.4636314,1.2946604,4402.8457,155.21695,3.3710098,11.586436,1.2615663,3.3851376,0.97720504,6.746726,380,210.91518299784758,53.907732382470684,2.5154070248703393,0.9374368514177035,0.7261354523239175,5.013315256453788,2.8178200005589855,1.8306599206635348,0.649672413532581,20.890666335870137,24.42031843010092,0,,0.0,248.288.5553,210.93769948460147,53.94363920450132
4942,1434.9077,710.8119,3.8711393,1.8825558,1.3191993,668.8852,41.396454,0.70892656,2.7639885,1.3819766,2.2567585,0.5641896,4.6524267,242,210.89642149970285,53.88881811730067,1.676938090887605,1.0269105893498764,0.4192345041450565,3.45709633897137,2.8765421498587376,1.3988778725066895,0.486305362351595,22.936621033251324,25.271353509284722,0,,0.0,248.288.4942,210.93769948460147,53.94363920450132
6135,1108.7378,893.41364,4.969727,3.4695718,1.08607,4653.374,246.60435,1.1861467,5.613238,1.4927053,2.5231326,0.5641896,8.991702,829,211.01070025210606,53.92651618026236,1.874873702835407,1.1091901840803122,0.4192345041450565,6.681498080415011,3.692873875344918,2.578147865839199,0.6981413264752774,20.83058010259719,23.800173239699145,0,,0.0,248.288.6135,210.93769948460147,53.94363920450132
8261,1131.6908,1214.9075,3.833234,1.8015158,-0.5022574,3507.6665,102.69843,10.052515,19.595901,2.2567585,3.0382538,0.97720504,5.6980357,179,211.00271992874357,53.992878499064545,2.2576467650411027,1.676938090887605,0.7261354523239175,4.234060981078577,2.848375714940459,1.3386591725946115,0.46997282190442846,21.1374542623919,24.080790766194028,0,,0.0,248.288.8261,210.93769948460147,53.94363920450132
9257,1447.7102,1368.7719,3.1838925,0.9174698,-1.4048765,1280.0015,71.45328,1.6232138,8.827597,1.8712052,2.0342145,0.5641896,3.6996386,145,210.89171094095792,54.02462449104985,1.5115714774469151,1.3904435391500505,0.4192345041450565,2.74910447478456,2.365867065767721,0.6817477611623188,0.2881597918271424,22.23197380353396,23.773075381676286,0,,0.0,248.288.9257,210.93769948460147,53.94363920450132
9541,1230.1741,1415.3381,13.138952,9.790648,-0.7474244,21086.953,189.39035,2.0461001,5.2481217,2.3936536,9.40692,2.3262134,26.2333,4018,218.70728454642477,54.53425614507814,6.990035693199972,1.7786612516271647,1.7285482066393743,19.493277645650522,9.763210854481718,7.275173912349304,0.7451620190103442,19.189965424867477,25.087863850420735,1.0,143449+543203,1.0,254.289.9541,,
10258,1239.0793,1478.3442,3.4027176,1.7100762,-0.6857657,122.705,6.696433,1.0293832,1.394375,1.5957692,2.3262134,0.5641896,4.370194,88,218.70411772724142,54.547261325919486,1.7285482066393743,1.1857742668279485,0.4192345041450565,3.2473766170232508,2.5284702620921347,1.2707128024998378,0.50256189347009,24.777844350554794,27.214100399965726,0,,0.0,254.289.10258,218.70728454642477,54.53425614507814
9665,1274.4193,1395.7404,3.0804102,1.8575816,0.65924495,106.455215,11.063293,1.5867252,1.9355494,1.1283792,1.9544101,0.0,3.4318314,55,218.6915453920401,54.530210862251465,1.4522709195093109,0.838469008290113,0.0,2.550103963788831,2.2889720809465017,1.3803201990695695,0.603030596379664,24.93208264650244,27.188043903081972,0,,0.0,254.289.9665,218.70728454642477,54.53425614507814
9176,1270.111,1338.6298,3.9328172,2.2719185,0.70169294,91.32025,5.632832,1.1808294,1.3836402,1.3819766,2.2567585,0.5641896,3.867889,66,218.69308002763213,54.518422803555104,1.676938090887605,1.0269105893498764,0.4192345041450565,2.8741269371202844,2.92237338074851,1.6882030895384823,0.5776822019594503,25.098582270618987,27.62026456905068,0,,0.0,254.289.9176,218.70728454642477,54.53425614507814
9387,1156.079,1372.1542,3.4503975,2.472088,-1.3446519,113.663956,12.451486,1.1048505,1.4387842,0.97720504,2.0342145,0.0,3.9088202,79,218.7336363082736,54.525338236434955,1.5115714774469151,0.7261354523239175,0.0,2.9045418390186217,2.5638999460745864,1.836943798472968,0.7164646971834405,24.86094308172875,27.39094819552854,0,,0.0,254.289.9387,218.70728454642477,54.53425614507814
10310,1302.1504,1495.4619,5.285591,1.9865626,-0.4602157,160.95378,8.581204,1.08938,1.3301965,0.97720504,2.7639532,0.5641896,4.8533425,121,218.68167168526114,54.55079317812057,2.053821178699753,0.7261354523239175,0.4192345041450565,3.606391603875061,3.927584134834413,1.4761625995305732,0.3758449338967014,24.483247048628513,26.978456621645975,0,,0.0,254.289.10310,218.70728454642477,54.53425614507814
10989,1326.5714,1576.1656,10.9892025,6.246111,1.522777,1206.4185,46.116657,1.0734724,1.28206,0.5641896,8.311031,1.6925688,13.980067,941,218.67296928579296,54.56744950197318,6.175709300949881,0.4192345041450565,1.2577035124351696,10.38822136505116,8.16578834674924,4.641321371255307,0.5683861954495789,22.296255029178308,27.631172739680792,1.0,143441+543403,1.0,254.289.10989,,
11393,1255.6876,1636.2501,6.8516974,3.615513,0.4705561,1095.2675,123.1971,0.97104514,2.5063329,0.7978846,2.185097,0.0,7.735778,437,218.69820571960273,54.57985457931621,1.6236883085116254,0.5928871334139743,0.0,5.748253874240569,5.091316752455155,2.686592946387182,0.527681359658411,22.40119949752531,24.754516879367085,0,,0.0,254.289.11393,218.67296928579296,54.56744950197318
10137,1433.6995,1462.0332,2.908634,2.5943503,-0.4489521,120.36435,5.7470512,1.3118318,1.604858,1.8712052,2.3936536,0.7978846,4.1073623,75,218.63486582043112,54.54387690177383,1.7786612516271647,1.3904435391500505,0.5928871334139743,3.0520732696678543,2.1613296890432796,1.9277937090635462,0.8919480072088821,24.798755312822205,27.919945063411202,0,,0.0,254.289.10137,218.67296928579296,54.56744950197318
12525,1295.2205,1812.2025,5.0853486,1.7083464,-0.9846826,86.54453,8.770941,0.6178423,0.99476475,0.97720504,2.0342145,0.0,3.867889,87,218.68411179034428,54.616171619247005,1.5115714774469151,0.7261354523239175,0.0,2.8741269371202844,3.7787892558206626,1.2694274334585258,0.3359349642225117,25.156900940669864,26.864557083752196,0,,0.0,254.289.12525,218.67296928579296,54.56744950197318
11190,1471.0408,1615.23,3.6054955,2.3270872,-1.2337308,755.2993,61.794876,1.6454856,4.391275,0.97720504,2.0342145,0.5641896,5.046265,172,218.62151755984874,54.57549017918569,1.5115714774469151,0.7261354523239175,0.4192345041450565,3.749747257056056,2.6791492046995065,1.729197504516758,0.6454278475732391,22.804702294500554,25.221339667072524,0,,0.0,254.289.11190,218.67296928579296,54.56744950197318
9185,1389.5267,1340.7537,7.374566,2.6813867,-1.1237679,192.1709,4.9008255,1.258529,1.3533162,2.111004,3.612576,1.1283792,5.7536273,142,218.6506143563046,54.518851175083455,2.684410538667022,1.5686317422161464,0.838469008290113,4.27536964196249,5.479846704538674,1.992468176647796,0.36359925451884223,24.2907809397728,27.331457757492146,0,,1.0,254.289.9185,218.67296928579296,54.56744950197318
11005,1701.5477,1579.3997,9.825257,6.9984565,-0.5008331,913.65717,5.31955,1.087278,1.1435008,2.4592454,8.500373,3.0901935,13.339236,799,218.53946235706715,54.568013322703315,6.3164043784270865,1.8274007990221923,2.2962417947526443,9.912036645365117,7.300890953134807,5.200369593055681,0.7122924621717274,22.598041833169393,28.226912015591697,1.0,143409+543404,1.0,254.289.11005,,
10238,1695.6619,1485.9778,2.3129685,1.6707736,-0.8208477,906.3255,53.973297,2.089788,7.136421,1.7841241,2.0342145,0.5641896,4.1073623,127,218.54163298782743,54.54873302332236,1.5115714774469151,1.3257358561674042,0.4192345041450565,3.0520732696678543,1.7187062686030286,1.2415080705753012,0.7223503476160612,22.606789501762393,25.145677340871302,0,,0.0,254.289.10238,218.53946235706715,54.568013322703315
10033,1665.5157,1461.3995,3.740067,3.2985497,1.1425668,2600.4976,263.56995,1.5358868,5.7788835,0.7978846,2.0342145,0.0,7.797255,450,218.55237952372676,54.54367342781912,1.5115714774469151,0.5928871334139743,0.0,5.793935821606004,2.7791457591814686,2.451065825880741,0.8819493608002209,21.462358856748672,24.217986105079138,0,,0.0,254.289.10033,218.53946235706715,54.568013322703315
11895,1663.2175,1720.7468,5.1682496,1.6607383,1.0265539,99.243324,8.453972,1.0212903,1.2102845,0.97720504,2.185097,0.5641896,3.867889,82,218.55300394025076,54.597205878789104,1.6236883085116254,0.7261354523239175,0.4192345041450565,2.8741269371202844,3.840390816055253,1.23405110217417,0.32133477067361454,25.00824674535361,26.823029049201693,0,,0.0,254.289.11895,218.53946235706715,54.568013322703315
11487,1789.0684,1658.1292,3.6029234,1.5376457,-0.0863916,300.00766,27.695099,1.4740057,2.7273424,1.1283792,1.9544101,0.5641896,4.478116,110,218.50822514221386,54.584218348428685,1.4522709195093109,0.838469008290113,0.4192345041450565,3.327570626548316,2.677237944605184,1.142584217416057,0.4267772387278619,23.807169141090334,25.68778515112826,0,,0.0,254.289.11487,218.53946235706715,54.568013322703315
11662,1802.1774,1697.2905,4.2039337,3.4793499,0.53415793,4032.8567,502.1759,1.6386664,6.494133,0.7978846,2.111004,0.0,8.667245,621,218.50351696447873,54.592294053213216,1.5686317422161464,0.5928871334139743,0.0,6.440402587851176,3.1238329458362806,2.5854137156616357,0.8276414777901945,20.985968023895495,23.753053319231825,0,,0.0,254.289.11662,218.53946235706715,54.568013322703315
13635,1362.7229,1891.9276,3.4197812,2.364366,-1.4044639,161.18604,4.674055,0.6370507,0.87127584,2.3936536,2.9854107,0.97720504,5.0777063,185,182.4156334535706,30.132625878145355,2.218380442468004,1.7786612516271647,0.7261354523239175,3.7731104629981296,2.5411497760089627,1.75689840370583,0.6913793198231513,24.481681435693034,27.806027218904926,1.0,MATLAS-1193,1.0,316.240.13635,,
12924,1373.6356,1801.9865,2.7261314,2.3792179,-0.61999816,9181.154,754.4283,1.4215883,14.504193,1.2615663,2.0342145,0.5641896,5.86323,633,182.41303458349864,30.114060720028224,1.5115714774469151,0.9374368514177035,0.4192345041450565,4.356812535605796,2.025716790442909,1.7679344613221206,0.8727451288664957,20.092756819781798,22.836993527406538,0,,0.0,316.240.12924,182.4156334535706,30.132625878145355
14187,1457.6628,1962.3582,7.9068537,1.8820767,0.19145374,52.71327,5.1119614,0.47217372,0.53245723,0.97720504,1.9544101,0.5641896,3.4778981,99,182.39296781583545,30.147156733003783,1.4522709195093109,0.7261354523239175,0.4192345041450565,2.5843349211338427,5.8753757429541515,1.3985218658540752,0.23803105146614767,25.695200105122513,26.941897029814065,0,,0.0,316.240.14187,182.4156334535706,30.132625878145355
14211,1244.0581,1957.2493,3.168283,2.5058944,-0.10523621,3089.6655,89.75828,2.8335867,9.746579,2.3262134,3.0901935,0.97720504,6.050259,317,182.4439541639453,30.1461115768017,2.2962417947526443,1.7285482066393743,0.7261354523239175,4.495788883407573,2.3542680554484026,1.8620644482349087,0.7909313656639889,21.275221341379467,24.820531106627545,0,,0.0,316.240.14211,182.4156334535706,30.132625878145355
13004,1209.8483,1792.6212,4.982182,4.223136,1.563496,1259.2067,89.471596,0.7236285,1.8766121,1.1283792,2.8768137,0.5641896,8.866936,671,182.45211655098402,30.112130634549644,2.1376848581349344,0.838469008290113,0.4192345041450565,6.588787735977323,3.702128859394831,3.1381016716670027,0.8476478779779624,22.249757435450757,25.714889220078582,0,,0.0,316.240.13004,182.4156334535706,30.132625878145355
13975,1163.9825,1932.6171,4.4921937,3.6956134,0.40585154,616.8939,49.371487,0.65111864,2.1199105,1.3819766,1.9544101,0.5641896,5.322554,291,182.46306655936618,30.141025723399046,1.4522709195093109,1.0269105893498764,0.4192345041450565,3.9550503713207177,3.3380313964366706,2.7461134541665184,0.8226745431747523,23.02447381036605,25.61765684423534,0,,0.0,316.240.13975,182.4156334535706,30.132625878145355
8248,520.0276,1100.2072,104.08538,29.759993,1.3707306,56611.766,15.573592,1.5034366,1.6386883,1.3819766,56.483803,20.420235,89.41827,34547,187.18617450710596,43.969019584848084,41.971633548247,1.0269105893498764,15.173741406701804,66.4443727515693,77.34311776227315,22.113870778042262,0.28591905030274184,18.11773324279681,26.867995018147298,1.0,122845+435751,1.0,269.268.8248,,
6882,521.853,1118.6793,5.7085714,1.9905777,0.89801097,131.75905,7.1131954,1.4496543,1.8299868,1.6925688,2.185097,0.5641896,3.867889,72,187.1856644024401,43.9728333271833,1.6236883085116254,1.2577035124351696,0.4192345041450565,2.8741269371202844,4.241889783604043,1.4791461151033394,0.34869979904254145,24.700548862867713,26.604066104940536,0,,0.0,269.268.6882,187.18617450710596,43.969019584848084
6767,487.74014,1097.3793,6.350895,3.9952352,1.3835009,312.79913,6.2311163,1.9474256,1.9923512,2.3262134,3.949327,1.3819766,6.0765076,157,187.1954320796511,43.96841861876869,2.9346413804006377,1.7285482066393743,1.0269105893498764,4.5152935300822055,4.719183615228496,2.968754560549992,0.6290822317169469,23.76183615882527,27.591254573036306,0,,1.0,269.268.6767,187.18617450710596,43.969019584848084
6503,498.19345,1059.4648,4.00809,2.9393647,-0.28227463,286.33,12.8322935,2.5191116,2.8349504,1.2615663,3.0901935,0.7978846,5.0146265,101,187.19240580904165,43.960598439970745,2.2962417947526443,0.9374368514177035,0.5928871334139743,3.726237516962667,2.978306625501001,2.1841648667504376,0.7333579585288753,23.857832866831348,27.321085659207643,0,,0.0,269.268.6503,187.18617450710596,43.969019584848084
7057,535.2867,1152.4174,4.9186788,1.7142484,0.30418548,115.65334,4.7008176,1.4872398,1.6761354,2.3262134,2.3936536,0.7978846,3.9088202,69,187.1818355312708,43.979804088589205,1.7786612516271647,1.7285482066393743,0.5928871334139743,2.9045418390186217,3.654941295916837,1.273813054964956,0.34851806139486075,24.842104551361725,26.943008677216156,0,,0.0,269.268.7057,187.18617450710596,43.969019584848084
7018,488.99127,1141.3688,3.4568233,1.8453765,0.22941595,205.27075,36.314983,1.6708997,2.4149501,0.7978846,2.185097,0.0,4.29674,85,187.1951066315301,43.97749907957939,1.6236883085116254,0.5928871334139743,0.0,3.192794874879349,2.568674789632028,1.3712509091596865,0.5338359354381811,24.219182327238595,26.585089839561547,0,,0.0,269.268.7018,187.18617450710596,43.969019584848084
13094,2258.9944,1976.7506,5.5856338,3.5361,-0.9844661,424.2667,12.245763,0.90727186,1.5713581,2.111004,3.2410223,1.1283792,6.023896,270,207.4536334286569,59.64948956374376,2.4083187227548515,1.5686317422161464,0.838469008290113,4.4761992290914066,4.150538075283323,2.6275832275308413,0.6330705031181958,23.430902634899876,26.83797732340432,1.0,MATLAS-1588,1.0,211.299.13094,,
13647,2314.266,2067.2156,2.863327,2.1246521,-0.80242664,1677.0228,56.910454,2.5207267,7.2285466,2.111004,2.8768137,0.97720504,5.322554,232,207.4308140896195,59.66808890196963,2.1376848581349344,1.5686317422161464,0.7261354523239175,3.9550503713207177,2.1276632448562545,1.5787732876044738,0.7420221651246959,21.938652582234226,25.25928786500517,0,,0.0,211.299.13647,207.4536334286569,59.64948956374376
12146,2208.9626,1825.6383,4.951472,1.6325318,0.05696191,6536.8457,169.30927,1.3059767,13.967619,2.5854416,3.0382538,0.97720504,5.86323,468,207.47443417740726,59.6183620251378,2.2576467650411027,1.9211738875938185,0.7261354523239175,4.356812535605796,3.679309063315118,1.2130915913268103,0.32970635802848125,20.461579415713338,23.020052365287306,0,,0.0,211.299.12146,207.4536334286569,59.64948956374376
13224,2377.1448,2007.2255,2.8537426,2.3013325,0.13656019,2983.7192,191.18486,0.89530593,7.40377,1.3819766,2.2567585,0.5641896,4.918491,403,207.40528500303685,59.65561927430507,1.676938090887605,1.0269105893498764,0.4192345041450565,3.6548017466591434,2.12054132842687,1.7100598619868272,0.8064260946309594,21.313105127620354,24.19697638853333,0,,0.0,211.299.13224,207.4536334286569,59.64948956374376
10984,2305.2815,1695.0392,13.920709,11.9924135,-0.29817146,70690.57,2452.7373,0.8537104,6.0898147,1.1283792,6.432751,0.97720504,26.726156,11608,207.4354711186725,59.59128288677616,4.780008663352916,0.838469008290113,0.7261354523239175,19.859506021315223,10.344113991045964,8.911248146323473,0.861480079786166,17.876596291183553,23.106727490596782,0,,1.0,211.299.10984,207.4536334286569,59.64948956374376
12191,2123.411,1834.0417,2.596218,2.4998527,0.6597854,609.08325,24.036701,1.7648412,3.4026997,1.8712052,2.705758,0.7978846,5.322554,179,207.5093300904237,59.620196006574886,2.010577850897145,1.3904435391500505,0.5928871334139743,3.9550503713207177,1.9291815479804488,1.8575750193200666,0.9628824312904387,23.038308358956986,26.508720667006365,0,,0.0,211.299.12191,207.4536334286569,59.64948956374376
14324,624.12683,2094.3906,25.669786,8.342709,-1.2737007,33552.742,86.70199,1.3085158,4.0893044,6.2825494,12.653453,3.9088202,31.725319,8205,208.12166009906102,59.674170136831606,9.40244927268737,4.668397791231569,2.9045418390186217,23.574253016731856,19.074545162157744,6.199248392457961,0.3250011122024936,18.68567995648641,24.326471751383604,1.0,135229+594027,1.0,211.299.14324,,
14120,601.2689,2151.802,4.952118,2.9809923,0.51918685,13803.255,308.8054,11.241838,27.27916,1.8712052,4.3336225,1.2615663,8.61198,506,208.13109776886094,59.68600164525669,3.220201293925588,1.3904435391500505,0.9374368514177035,6.39933661486696,3.6797890889832225,2.2150972452358775,0.6019630994253369,19.650046222067772,23.633260678815347,0,,0.0,211.299.14120,208.12166009906102,59.674170136831606
