ID,X,Y,A,B,theta,total_flux,mu_max,mu_median,mu_mean,R_fwhm,R_e,R10,R90,n_pix,ra,dec,re_arcsec,r_fwhm_arcsec,r_10_arcsec,r_90_arcsec,A_arcsec,B_arcsec,axis_ratio,mag,mu,lsb,ID_known,example_id,associated_lsb_ra,associated_lsb_dec
9541,1230.1741,1415.3381,13.138952,9.790648,-0.7474244,21086.953,189.39035,2.0461001,5.2481217,2.3936536,9.40692,2.3262134,26.2333,4018,218.70728454642477,54.53425614507814,6.990035693199972,1.7786612516271647,1.7285482066393743,19.493277645650522,9.763210854481718,7.275173912349304,0.7451620190103442,19.189965424867477,25.087863850420735,1.0,143449+543203,254.289.9541,,
10258,1239.0793,1478.3442,3.4027176,1.7100762,-0.6857657,122.705,6.696433,1.0293832,1.394375,1.5957692,2.3262134,0.5641896,4.370194,88,218.70411772724142,54.547261325919486,1.7285482066393743,1.1857742668279485,0.4192345041450565,3.2473766170232508,2.5284702620921347,1.2707128024998378,0.50256189347009,24.777844350554794,27.214100399965726,0,,254.289.9541,218.70728454642477,54.53425614507814
10989,1326.5714,1576.1656,10.9892025,6.246111,1.522777,1206.4185,46.116657,1.0734724,1.28206,0.5641896,8.311031,1.6925688,13.980067,941,218.67296928579296,54.56744950197318,6.175709300949881,0.4192345041450565,1.2577035124351696,10.38822136505116,8.16578834674924,4.641321371255307,0.5683861954495789,22.296255029178308,27.631172739680792,1.0,143441+543403,254.289.10989,,
10310,1302.1504,1495.4619,5.285591,1.9865626,-0.4602157,160.95378,8.581204,1.08938,1.3301965,0.97720504,2.7639532,0.5641896,4.8533425,121,218.68167168526114,54.55079317812057,2.053821178699753,0.7261354523239175,0.4192345041450565,3.606391603875061,3.927584134834413,1.4761625995305732,0.3758449338967014,24.483247048628513,26.978456621645975,0,,254.289.10989,218.67296928579296,54.56744950197318
11005,1701.5477,1579.3997,9.825257,6.9984565,-0.5008331,913.65717,5.31955,1.087278,1.1435008,2.4592454,8.500373,3.0901935,13.339236,799,218.53946235706715,54.568013322703315,6.3164043784270865,1.8274007990221923,2.2962417947526443,9.912036645365117,7.300890953134807,5.200369593055681,0.7122924621717274,22.598041833169393,28.226912015591697,1.0,143409+543404,254.289.11005,,
10238,1695.6619,1485.9778,2.3129685,1.6707736,-0.8208477,906.3255,53.973297,2.089788,7.136421,1.7841241,2.0342145,0.5641896,4.1073623,127,218.54163298782743,54.54873302332236,1.5115714774469151,1.3257358561674042,0.4192345041450565,3.0520732696678543,1.7187062686030286,1.2415080705753012,0.7223503476160612,22.606789501762393,25.145677340871302,0,,254.289.11005,218.53946235706715,54.568013322703315
13635,1362.7229,1891.9276,3.4197812,2.364366,-1.4044639,161.18604,4.674055,0.6370507,0.87127584,2.3936536,2.9854107,0.97720504,5.0777063,185,182.4156334535706,30.132625878145355,2.218380442468004,1.7786612516271647,0.7261354523239175,3.7731104629981296,2.5411497760089627,1.75689840370583,0.6913793198231513,24.481681435693034,27.806027218904926,1.0,MATLAS-1193,316.240.13635,,
12924,1373.6356,1801.9865,2.7261314,2.3792179,-0.61999816,9181.154,754.4283,1.4215883,14.504193,1.2615663,2.0342145,0.5641896,5.86323,633,182.41303458349864,30.114060720028224,1.5115714774469151,0.9374368514177035,0.4192345041450565,4.356812535605796,2.025716790442909,1.7679344613221206,0.8727451288664957,20.092756819781798,22.836993527406538,0,,316.240.13635,182.4156334535706,30.132625878145355
8248,520.0276,1100.2072,104.08538,29.759993,1.3707306,56611.766,15.573592,1.5034366,1.6386883,1.3819766,56.483803,20.420235,89.41827,34547,187.18617450710596,43.969019584848084,41.971633548247,1.0269105893498764,15.173741406701804,66.4443727515693,77.34311776227315,22.113870778042262,0.28591905030274184,18.11773324279681,26.867995018147298,1.0,122845+435751,269.268.8248,,
6882,521.853,1118.6793,5.7085714,1.9905777,0.89801097,131.75905,7.1131954,1.4496543,1.8299868,1.6925688,2.185097,0.5641896,3.867889,72,187.1856644024401,43.9728333271833,1.6236883085116254,1.2577035124351696,0.4192345041450565,2.8741269371202844,4.241889783604043,1.4791461151033394,0.34869979904254145,24.700548862867713,26.604066104940536,0,,269.268.8248,187.18617450710596,43.969019584848084
13094,2258.9944,1976.7506,5.5856338,3.5361,-0.9844661,424.2667,12.245763,0.90727186,1.5713581,2.111004,3.2410223,1.1283792,6.023896,270,207.4536334286569,59.64948956374376,2.4083187227548515,1.5686317422161464,0.838469008290113,4.4761992290914066,4.150538075283323,2.6275832275308413,0.6330705031181958,23.430902634899876,26.83797732340432,1.0,MATLAS-1588,211.299.13094,,
13647,2314.266,2067.2156,2.863327,2.1246521,-0.80242664,1677.0228,56.910454,2.5207267,7.2285466,2.111004,2.8768137,0.97720504,5.322554,232,207.4308140896195,59.66808890196963,2.1376848581349344,1.5686317422161464,0.7261354523239175,3.9550503713207177,2.1276632448562545,1.5787732876044738,0.7420221651246959,21.938652582234226,25.25928786500517,0,,211.299.13094,207.4536334286569,59.64948956374376
14324,624.12683,2094.3906,25.669786,8.342709,-1.2737007,33552.742,86.70199,1.3085158,4.0893044,6.2825494,12.653453,3.9088202,31.725319,8205,208.12166009906102,59.674170136831606,9.40244927268737,4.668397791231569,2.9045418390186217,23.574253016731856,19.074545162157744,6.199248392457961,0.3250011122024936,18.68567995648641,24.326471751383604,1.0,135229+594027,211.299.14324,,
14120,601.2689,2151.802,4.952118,2.9809923,0.51918685,13803.255,308.8054,11.241838,27.27916,1.8712052,4.3336225,1.2615663,8.61198,506,208.13109776886094,59.68600164525669,3.220201293925588,1.3904435391500505,0.9374368514177035,6.39933661486696,3.6797890889832225,2.2150972452358775,0.6019630994253369,19.650046222067772,23.633260678815347,0,,211.299.14324,208.12166009906102,59.674170136831606
15292,2233.5693,2354.707,10.929123,8.302948,1.1705151,762.94666,4.780698,0.5568606,0.61379457,2.5231326,8.537738,2.820948,13.727325,1243,207.46308354622388,59.727532718301084,6.344169330576824,1.874873702835407,2.0961725207252826,10.20041540931105,8.121144845004823,6.169703035508256,0.7597085328804516,22.793764559691514,28.50213058278581,1.0,134951+594340,211.299.15292,,
15675,2388.3342,2397.9844,3.911618,3.4573727,0.86043876,66.05962,6.286162,0.48938292,0.600542,0.97720504,1.9544101,0.5641896,3.4318314,110,207.39959360699876,59.736255847392314,1.4522709195093109,0.7261354523239175,0.4192345041450565,2.550103963788831,2.9066208108672646,2.5690830343720537,0.8838727861462954,25.45015982216017,28.121247115412917,0,,211.299.15292,207.46308354622388,59.727532718301084
1370,965.5944,210.87749,12.622682,8.887229,1.5605763,4261.4785,28.299004,1.0136882,1.844796,1.1283792,10.013371,3.3851376,19.454317,2310,185.7895077535831,31.785626812891586,7.4406735359983385,0.838469008290113,2.5154070248703393,14.455993057964456,9.379584149106488,6.603866932390399,0.7040682004030522,20.926099245793054,26.898072001732785,1.0,122309+314708,315.244.1370,,
1196,1040.3583,184.33578,2.8682537,2.0768418,0.20295377,1530.172,87.0093,0.9923205,5.1870236,1.5957692,2.111004,0.5641896,4.9827876,295,185.771350142987,31.78015692406095,1.5686317422161464,1.1857742668279485,0.4192345041450565,3.7025788648818345,2.1313241464956527,1.5432467067998534,0.7240788358435657,22.038149373197093,24.6600936839081,0,,315.244.1370,185.7895077535831,31.785626812891586
15445,2426.6584,2386.8276,8.820871,6.2912827,0.5708006,14955.891,75.95464,14.318142,17.57449,3.5233629,8.884867,3.1915383,14.636344,851,157.16689392910385,70.23334561368256,6.602111792099279,2.618118622364872,2.371548459348518,10.875883602491916,6.554558041857753,4.674887277558595,0.7132269250961725,19.562969271717627,25.289327647558647,1.0,d1028p70,108.320.15445,,
15798,2451.5586,2445.9546,6.9329295,1.560311,-1.48099,422.74475,18.091927,0.97452736,3.9143033,2.5854416,1.9544101,0.7978846,3.2897623,108,157.1512634683806,70.24548747035234,1.4522709195093109,1.9211738875938185,0.5928871334139743,2.444536139261696,5.151678196842222,1.1594262077802875,0.2250579643136426,23.43480444282755,24.62065329562932,0,,108.320.15445,157.16689392910385,70.23334561368256
534,2010.2438,64.7161,5.0305037,3.6238692,-0.2629581,2037.597,39.852615,1.4122721,3.531364,2.3262134,4.370194,1.2615663,9.044647,577,170.8040725020409,39.75529772368878,3.2473766170232508,1.7285482066393743,0.9374368514177035,6.720840122207274,3.738035448135471,2.692802219588136,0.7203789950497402,21.72720426866382,25.923644849055428,1.0,MATLAS-999,262.260.534,,
1585,1786.3867,245.72063,3.3516743,1.4654783,-0.25651485,67.05204,3.776517,0.7260469,0.9185211,1.6925688,2.0342145,0.5641896,3.6996386,73,170.8640959773673,39.79274791274749,1.5115714774469151,1.2577035124351696,0.4192345041450565,2.74910447478456,2.490541323725622,1.088958514009901,0.4372376814775828,25.433970011448714,27.427782092063723,0,,262.260.534,170.8040725020409,39.75529772368878
1269,1755.0774,196.26622,5.2496414,2.0736806,-0.30234,114.0582,4.0966353,0.88862824,0.950485,1.2615663,3.1412747,0.97720504,5.0777063,120,170.8725268918669,39.782550337446054,2.3341988956157844,0.9374368514177035,0.7261354523239175,3.7731104629981296,3.9008709293265245,1.540897701936057,0.39501376227336216,24.857183716197724,27.684278260915605,1.0,MATLAS-1002,262.260.1269,,
1585,1786.3867,245.72063,3.3516743,1.4654783,-0.25651485,67.05204,3.776517,0.7260469,0.9185211,1.6925688,2.0342145,0.5641896,3.6996386,73,170.8640959773673,39.79274791274749,1.5115714774469151,1.2577035124351696,0.4192345041450565,2.74910447478456,2.490541323725622,1.088958514009901,0.4372376814775828,25.433970011448714,27.427782092063723,0,,262.260.1269,170.8725268918669,39.782550337446054
2132,847.88306,351.4907,9.69248,8.901872,-1.2608739,13179.189,70.07985,1.3945954,4.1666737,4.9507437,8.156394,2.6462836,20.583258,3163,171.1162432698432,39.814618940324394,6.060802599341984,3.678767882674127,1.9663839831028347,15.294879525109588,7.202227844568346,6.614747761892034,0.9184307834527385,19.700278284609492,25.515419741924056,1.0,MATLAS-1016,262.260.2132,,
2623,945.6046,411.3513,3.9432397,1.4169921,1.0387058,2756.352,179.15839,1.5532305,11.679458,1.5957692,2.0342145,0.5641896,4.370194,236,171.0899984448232,39.826995956542824,1.5115714774469151,1.1857742668279485,0.4192345041450565,3.2473766170232508,2.930118067320988,1.052929689630866,0.3593471885566582,21.39916330408812,23.17996705638497,0,,262.260.2132,171.1162432698432,39.814618940324394
6654,2102.5793,1041.0604,11.185362,5.1738553,0.0139368465,13345.956,93.68807,1.2288737,5.300221,4.4064617,6.723095,2.2567585,16.458485,2518,170.77860634418164,39.95677516284356,4.995755679730907,3.2743261943036224,1.676938090887605,12.229868820612522,8.311549329787287,3.8445562647978133,0.4625559101261094,19.686625778247944,24.337416999885015,1.0,MATLAS-995,262.260.6654,,
7699,2038.861,1229.7936,4.6330013,2.724039,-0.78313285,137.42032,11.315962,0.6881074,1.0820497,0.7978846,2.2567585,0.5641896,4.184142,127,170.79564279414768,39.99576379425279,1.676938090887605,0.5928871334139743,0.4192345041450565,3.109126252313947,3.4426618333781804,2.024161982845475,0.5879642209467975,24.654872611215467,27.195709688667726,0,,262.260.6654,170.77860634418164,39.95677516284356
6985,1002.77185,1128.6074,11.8259535,7.429996,0.38865995,5135.224,42.852318,1.171499,2.5185013,2.705758,7.776817,2.3262134,17.760775,2039,171.07477742541639,39.97505348001047,5.778748879493429,2.010577850897145,1.7285482066393743,13.197566386117213,8.787556083300712,5.521035284698182,0.6282788106684167,20.723601518997242,26.023026344279472,1.0,MATLAS-1011,262.260.6985,,
7064,1026.6367,1120.9805,3.5856009,2.8120012,-0.9383547,2554.986,69.042,5.029949,9.641457,2.111004,3.4778981,1.1283792,6.9786396,265,171.0683480535694,39.97348270871134,2.5843349211338427,1.5686317422161464,0.838469008290113,5.1856441740738495,2.66436604888422,2.0895243881441696,0.784248241347775,21.48152868807895,25.27428123390168,0,,262.260.6985,171.07477742541639,39.97505348001047
1019,1357.4353,196.82877,5.182292,2.5159955,1.3901756,429.307,13.308209,1.3374143,1.8346453,1.1283792,3.949327,1.1283792,6.8868117,234,207.25217216913998,60.78273785756224,2.9346413804006377,0.838469008290113,0.838469008290113,5.11740926842656,3.8508253554388334,1.869570310891398,0.4854985979176781,23.418080075350503,26.966199892628097,1.0,MATLAS-1584,201.302.1019,,
1902,1340.6907,361.80795,5.0952187,1.7211355,1.2805631,101.05834,6.422285,1.2243631,1.5083334,0.97720504,2.3262134,0.5641896,3.949327,67,207.25921163606668,60.81679290349577,1.7285482066393743,0.7261354523239175,0.4192345041450565,2.9346413804006377,3.786123468431746,1.278930678461556,0.33779423442609047,24.988569599569647,26.993482342250907,0,,201.302.1019,207.25217216913998,60.78273785756224
4689,1341.9108,880.5178,4.1298738,2.9487593,1.0755061,279.18454,4.9885774,1.2538764,1.4850241,2.931615,4.068429,1.3819766,6.627727,188,207.258563416303,60.92385873113856,3.0231429548938302,2.178406267802898,1.0269105893498764,4.924890218560929,3.068800975283239,2.1911457477745495,0.7140071205081375,23.885271586706967,27.916696045947962,1.0,MATLAS-1585,201.302.4689,,
4713,1400.2266,884.4162,3.009993,2.097604,-1.4402189,365.90515,26.11398,1.0973635,2.690479,1.4927053,1.9544101,0.5641896,4.6865106,136,207.23379303911625,60.924653905328405,1.4522709195093109,1.1091901840803122,0.4192345041450565,3.4824231917099344,2.2366469052869657,1.5586745534350281,0.6968800259668378,23.591578694780054,26.00458662414877,0,,201.302.4689,207.258563416303,60.92385873113856
5412,685.2025,1010.4348,6.3118134,5.915745,0.5072383,1193.3064,20.684153,1.1255689,1.7626387,1.2615663,5.944106,1.6925688,11.493416,677,207.53769121187747,60.95046745617757,4.416909371416374,0.9374368514177035,1.2577035124351696,8.540456182979726,4.690143102611469,4.395835055668515,0.9372496658408817,22.308120075350182,27.458225434000287,1.0,135009+605701,201.302.5412,,
5952,627.13745,1073.7008,23.900967,4.649719,-1.5076319,1047.187,33.266186,1.0905238,1.2616711,1.1283792,7.356132,1.1283792,12.51433,830,207.562482433263,60.96347989351278,5.466148882300529,0.838469008290113,0.838469008290113,9.29907061785188,17.760182124648097,3.455084318071173,0.19454104095453542,22.449939394617537,26.355749447100415,0,,201.302.5412,207.53769121187747,60.95046745617757
5558,2207.8276,1031.9895,7.65889,5.1353216,0.9873995,1060.9379,51.328327,1.9950333,2.5140707,0.7978846,5.3820257,0.7978846,9.574615,422,206.89038467075153,60.95451458687761,3.9992422328157957,0.5928871334139743,0.5928871334139743,7.114645452352932,5.6911204167030585,3.815922882310128,0.6705046814877874,22.43577508990881,27.006542857825302,1.0,MATLAS-1573,201.302.5558,,
5676,2241.5742,1060.8217,5.9755163,1.608076,0.25741047,115.63028,6.3949738,1.2834246,1.521451,1.3819766,2.4592454,0.7978846,4.1073623,76,206.8759590156187,60.9604215887388,1.8274007990221923,1.0269105893498764,0.5928871334139743,3.0520732696678543,4.440249542070968,1.1949191273422373,0.2691108047015117,24.842321056767204,26.72119262804793,0,,201.302.5558,206.89038467075153,60.95451458687761
5955,1725.2739,1124.9271,9.511408,9.135491,1.2917662,9111.31,72.839294,2.2409186,4.149048,1.3819766,9.8854,2.9854107,20.47472,2196,207.09541560030303,60.97416103924082,7.345581640064868,1.0269105893498764,2.218380442468004,15.214227782130108,7.067677987331428,6.7883439175529405,0.9604772500559329,20.101047942070792,26.382271279890436,1.0,134822+605826,201.302.5955,,
6311,1762.9677,1164.4344,4.8216295,2.7620087,0.8561752,543.492,68.34118,1.595725,2.8756192,0.7978846,2.111004,0.0,6.050259,189,207.07932445178486,60.98229066589921,1.5686317422161464,0.5928871334139743,0.0,4.495788883407573,3.5828265047843435,2.0523762717158065,0.5728371912441634,23.162017110459516,25.529574803635096,0,,201.302.5955,207.09541560030303,60.97416103924082
6963,1521.2854,1289.9114,9.37484,8.056689,1.5296932,3830.2258,40.541,1.449589,2.3269901,0.97720504,9.2016535,2.7639532,17.903576,1646,207.18206947997393,61.0083174850183,6.837507537159714,0.7261354523239175,2.053821178699753,13.303678066350983,6.966197886028459,5.986714427146356,0.8593948270050477,21.041939056721116,27.046784666802193,1.0,134843+610029,201.302.6963,,
6802,1535.7003,1246.4895,3.3930233,2.531113,-1.1618633,700.80444,64.34122,1.789752,4.0744443,0.7978846,2.0342145,0.5641896,5.352372,172,207.1759651052939,60.99934941842052,1.5115714774469151,0.5928871334139743,0.4192345041450565,3.977207345580075,2.521266681853269,1.8808037289062158,0.745975720237465,22.886007888313582,25.45983774321246,0,,201.302.6963,207.18206947997393,61.0083174850183
7391,1619.2255,1375.3307,10.083228,5.7866635,0.7633171,7333.6094,80.716156,2.0579953,4.479908,2.5231326,7.0467257,1.9544101,17.371176,1637,207.14027288079524,61.02590658879309,5.236237170422365,1.874873702835407,1.4522709195093109,12.908065580748929,7.492582441720922,4.2999179762916535,0.573889978487048,20.33670556248002,25.32374839307215,1.0,134833+610133,201.302.7391,,
7742,1617.4509,1414.5007,3.5002646,2.3888552,0.35553294,122.14572,7.9943905,1.6358922,1.9085269,1.1283792,2.2567585,0.5641896,3.7424104,64,207.14098906728407,61.03399249120831,1.676938090887605,0.838469008290113,0.4192345041450565,2.780887078300101,2.60095488104973,1.7750956863549767,0.6824784617711472,24.782804365380642,27.485486570568792,0,,201.302.7391,207.14027288079524,61.02590658879309
7478,1053.3562,1327.9006,18.25598,12.180911,-0.059685428,19848.64,106.53728,1.7711762,4.454363,2.9854107,11.070199,2.9854107,27.390808,4456,207.38136487152883,61.01618263117323,8.22597472295147,2.218380442468004,2.218380442468004,20.353391501744177,13.565540242113766,9.05131569798533,0.6672285464817556,19.255673112772296,25.387171194651664,1.0,134931+610057,201.302.7478,,
7415,988.64,1349.0835,4.06514,2.0076756,0.18779363,531.8603,37.45689,1.6402075,3.826333,1.2615663,2.185097,0.5641896,4.7873073,139,207.4089473084396,61.02053513204425,1.6236883085116254,0.9374368514177035,0.4192345041450565,3.5573225775617088,3.0206989851997186,1.4918511164511516,0.49387612726744945,23.185506064499357,25.466939148756225,0,,201.302.7478,207.38136487152883,61.01618263117323
10444,1391.4436,1889.6344,20.57805,8.50917,0.66763186,24358.566,138.4086,1.5379059,5.144365,4.184142,8.57494,2.5854416,25.532307,4735,207.23712770864725,61.13214170353266,6.371813161698852,3.109126252313947,1.9211738875938185,18.972388120632417,15.291009596813165,6.322941198554511,0.41350711073206636,19.03337070600701,24.09076800641487,1.0,134856+610756,201.302.10444,,
10923,1413.0151,1962.3611,3.2854748,2.4381452,1.4077284,4143.6133,228.04556,1.6272004,11.542098,1.4927053,2.4592454,0.5641896,5.556623,359,207.22787198141583,61.14714862918162,1.8274007990221923,1.1091901840803122,0.4192345041450565,4.128980910186959,2.441350210388633,1.8117217934461212,0.74209828058946,20.956551954050177,23.93674925150036,0,,201.302.10444,207.23712770864725,61.13214170353266
10847,2273.9905,1937.7354,10.179764,9.621725,-0.8142498,3483.229,25.957155,1.4533114,1.9847459,1.1283792,10.372499,3.2410223,18.796913,1755,206.85968118603742,61.14137547134328,7.707532139922633,0.838469008290113,2.4083187227548515,13.96749337636278,7.564315813077195,7.149651658582671,0.9451815385896961,21.14504493130555,27.51328441082078,1.0,134726+610828,201.302.10847,,
10475,2258.1462,1883.8491,3.6672466,2.001628,0.4668325,157.19629,16.39868,1.2999341,1.8713844,1.2615663,1.9544101,0.0,4.1073623,84,206.86660858168747,61.13027494649948,1.4522709195093109,0.9374368514177035,0.0,3.0520732696678543,2.72503482859068,1.487357303400951,0.545812217809405,24.50889426997087,26.656615289474722,0,,201.302.10847,206.85968118603742,61.14137547134328
11558,1890.1926,2088.209,6.2574754,3.9531476,-0.10628366,911.56714,43.74943,1.8512347,2.261953,0.7978846,5.6700354,1.1283792,9.624353,403,207.02354286030862,61.172865277432614,4.2132546920466405,0.5928871334139743,0.838469008290113,7.1516044565018335,4.649765959030243,2.93748036812132,0.6317480049542025,22.60052834643728,27.219851291449377,1.0,134805+611022,201.302.11558,,
11956,1886.4755,2147.6763,4.070477,1.4427013,-0.7071967,412.45026,18.913452,1.8286045,3.299602,1.8712052,2.4592454,0.7978846,4.918491,125,207.0250280427442,61.18514283620652,1.8274007990221923,1.3904435391500505,0.5928871334139743,3.6548017466591434,3.0246647700150042,1.0720335223033681,0.3544305249728717,23.461571045724696,25.639442574809053,0,,201.302.11558,207.02354286030862,61.172865277432614
3536,1817.329,698.095,7.919112,4.0396633,-0.6080956,1958.7742,306.9638,1.4394904,3.1695375,0.97720504,1.6925688,0.0,10.630146,618,207.05692292192637,60.88599543347719,1.2577035124351696,0.7261354523239175,0.0,7.8989828726009055,5.884484564389643,3.0017679171833063,0.5101156922644862,21.770039062317906,23.531976821937594,1.0,MATLAS-1577,201.302.3536,,
3942,1847.7766,748.345,4.6662326,4.0192246,0.11830601,371.63623,31.789532,1.533386,2.087844,0.7978846,3.3851376,0.5641896,6.257165,178,207.04392363428946,60.89634365760009,2.5154070248703393,0.5928871334139743,0.4192345041450565,4.64953530892594,3.4673551414037016,2.986580454919079,0.8613425314460321,23.57470488549783,27.41056064543681,0,,201.302.3536,207.05692292192637,60.88599543347719
13674,1060.8368,2034.4602,16.903631,10.733766,1.0181458,12285.961,31.15583,1.081345,2.304626,3.2410223,14.17228,4.886025,27.45465,5331,190.98968244705364,43.66203590922844,10.531049807378409,2.4083187227548515,3.63067711300483,20.4008308186221,12.560645145773702,7.975980178682957,0.6349976522795604,19.776477169047666,26.39064048382668,1.0,dw1243p4339,277.267.13674,,
13153,961.97925,1978.5629,2.6062224,2.0444179,-1.5493419,2351.5085,292.81235,1.4328122,9.114374,0.5641896,2.0342145,0.0,4.753946,258,191.01787287762795,43.65048158521139,1.5115714774469151,0.4192345041450565,0.0,3.5325326699435347,1.9366155554014806,1.519153356552084,0.7844372375895472,21.571633617675975,24.200047245588824,0,,277.267.13674,190.98968244705364,43.66203590922844
438,2199.7363,561.64,2.9114063,1.8120028,-0.88785046,466.61346,20.423763,3.7137423,4.486668,1.2615663,2.820948,0.7978846,4.720349,104,139.9108203136649,34.35781576742993,2.0961725207252826,0.9374368514177035,0.5928871334139743,3.5075676198331434,2.1633897125102868,1.3464517874265212,0.6223806000557187,23.327606844098838,26.414756760348556,1.0,091938+342128,231.249.438,,
237,2345.3599,320.10895,3.0873463,1.5331717,-0.18462263,4197.76,195.30875,15.648645,32.04397,1.8712052,2.3936536,0.7978846,4.6180906,131,139.8745738724333,34.30788674814453,1.7786612516271647,1.3904435391500505,0.5928871334139743,3.4315820830230592,2.294126115058794,1.139259705281227,0.4965985513189758,20.942455987785195,23.42781051027575,0,,231.249.438,139.9108203136649,34.35781576742993
5336,83.50343,1011.80524,10.052065,5.254368,-0.44355887,7295.576,41.514957,3.043374,5.907349,4.9507437,7.548342,2.5854416,16.155931,1235,212.2376199526708,48.950383039757355,5.60897509540641,3.678767882674127,1.9211738875938185,12.005048873263078,7.469426033214504,3.904383141900617,0.5227152828796869,20.342351035044466,25.377306270126482,1.0,MATLAS-1759,278.278.5336,,
4951,92.37181,941.5448,2.192536,1.9046495,-0.91108924,527.748,34.145466,2.0958505,4.7120357,1.3819766,2.185097,0.5641896,4.4424334,112,212.2347268899567,48.9358897270592,1.6236883085116254,1.0269105893498764,0.4192345041450565,3.3010558217422608,1.6292160344327256,1.415295121892764,0.8686970248150999,23.193933509643895,26.088492344262193,0,,278.278.5336,212.2376199526708,48.950383039757355
