host,ID,ra,dec,morph,re,zspec,tile,x,y,bands,n_bands,cutout
NGC2549,MATLAS-353,124.5697,58.0192,dE  ,4.71,,"(132, 296)",4769.82836028949,5372.11432514815,ugriz,5,0
NGC2549,MATLAS-354,124.6103,57.7939,dE  ,5.3,,"(132, 296)",4349.04600769538,1006.28129463549,ugriz,5,0
NGC2549,MATLAS-355,124.667,57.3307,dI  ,0.0,,"(134, 295)",5320.64657745681,1719.20409901397,ugriz,5,0
NGC2549,MATLAS-356,124.7066,57.9889,dE  ,2.91,,"(132, 296)",3363.33264241663,4786.82307491235,ugriz,5,0
NGC2549,MATLAS-357,124.8246,58.3139,dE  ,2.94,,"(130, 297)",700.900125326872,1407.04540696406,ugriz,5,0
NGC2549,MATLAS-358,124.844,57.9862,dI  ,0.0,,"(132, 296)",1951.66727253807,4739.26329650535,ugriz,5,0
NGC2549,MATLAS-359,124.9989,58.1234,dEN ,5.43,,"(132, 296)",378.120279228471,7406.83643272902,ugriz,5,0
NGC2549,MATLAS-360,125.077,58.327,dE  ,0.0,,"(131, 297)",7871.44742172109,1653.44721942528,ugriz,5,0
NGC2549,MATLAS-372,125.636,57.3251,dI  ,2.36,,"(135, 295)",4918.73252346015,1610.61335718468,ugriz,5,0
UGC04551,MATLAS-407,130.923,49.846,dE  ,5.2,,"(168, 280)",1973.37369501479,2020.52175939745,ugriz,5,0
UGC04551,MATLAS-414,131.304,50.2209,dI  ,0.0,,"(169, 280)",6917.72162395076,9282.8234882185,ugriz,5,0
UGC04551,MATLAS-415,131.388,49.2537,dE  ,3.38,,"(171, 279)",8317.23761511509,232.683503221864,ugriz,5,0
UGC04551,MATLAS-416,131.508,49.9323,dI  ,0.0,,"(169, 280)",4384.56999009672,3688.24632357185,ugriz,5,0
NGC2679,MATLAS-418,132.883,30.9677,dE  ,0.0,,"(228, 242)",6881.12620890489,4375.01565609548,ugri,4,0
NGC2679,MATLAS-419,133.111,30.7267,dE  ,0.0,,"(229, 241)",1281.72844364128,9396.93455857404,ugri,4,0
NGC2685,MATLAS-425,133.594,58.9676,dI  ,0.0,,"(138, 298)",8763.11797951563,4382.72099554498,griz,4,0
NGC2685,MATLAS-430,133.766,58.2889,dI  ,0.0,,"(140, 297)",7094.9246236955,912.280777100459,griz,4,0
NGC2685,MATLAS-450,134.417,59.0503,dI  ,0.0,,"(138, 298)",551.818996130333,5989.62062965135,griz,4,0
NGC2685,MATLAS-451,134.438,59.0371,dI  ,0.0,,"(138, 298)",340.739205163043,5735.25327922323,griz,4,0
NGC2685,MATLAS-453,134.4924,59.0925,dE  ,5.34,,"(139, 298)",9470.17022987226,6807.58656221047,griz,4,0
NGC2778,MATLAS-462,137.607,34.4982,dE  ,0.0,,"(227, 249)",6830.72425547961,4966.15507752819,ugri,4,0
NGC2778,MATLAS-464,137.6866,34.5667,dI  ,6.08,,"(227, 249)",5558.96728076006,6292.6744038528,ugri,4,0
NGC2778,MATLAS-466,137.763,35.2162,dI  ,0.0,,"(226, 250)",7921.52997156112,9192.46482137659,ugri,4,0
NGC2778,MATLAS-470,138.0426,34.7017,dI  ,7.12,,"(228, 249)",9552.30206785395,8915.21536771382,ugri,4,0
NGC2778,MATLAS-471,138.108,34.8636,dE  ,0.0,,"(226, 250)",2448.37519251713,2358.7469156388,ugri,4,0
NGC2778,MATLAS-473,138.1387,35.1922,dE  ,3.02,,"(226, 250)",1972.40583761506,8727.56174993141,ugri,4,0
NGC2778,MATLAS-474,138.17,34.746,dE  ,6.79,,"(228, 249)",7521.19632960649,9769.23978462132,ugri,4,0
NGC2778,MATLAS-476,138.198,35.1593,dI  ,0.0,,"(226, 250)",1031.66414315166,8092.07177618116,ugri,4,0
NGC2778,MATLAS-482,138.3213,35.5495,dE  ,4.87,,"(225, 251)",2878.98289296034,5960.70660145811,ugri,4,0
NGC2778,MATLAS-484,138.446,35.1915,dEN ,5.39,,"(227, 250)",6772.43071680664,8712.08299430688,ugri,4,0
NGC2778,MATLAS-485,138.485,34.8349,dI  ,0.0,,"(227, 250)",6159.82472636797,1800.94579930689,ugri,4,0
NGC2778,MATLAS-486,138.5965,34.7226,dI  ,2.42,,"(228, 249)",728.566140655254,9319.47288729307,ugri,4,0
NGC2778,MATLAS-487,138.6034,35.4336,dE  ,4.62,,"(226, 251)",8119.12984590189,3716.35358900424,ugri,4,0
NGC2778,MATLAS-489,138.6416,35.2037,dI  ,2.3,,"(227, 250)",3674.87734187822,8948.06941466685,ugri,4,0
NGC2852,MATLAS-500,140.5262,40.1194,dE  ,2.93,,"(215, 260)",2111.49287388784,7317.01764101564,ugri,4,0
NGC2852,MATLAS-501,140.5447,40.3414,dEN ,9.49,,"(214, 261)",7505.24921975981,1928.88889755933,ugri,4,0
NGC2859,MATLAS-502,140.577,34.5017,dE  ,0.0,,"(232, 249)",7845.02631433895,5035.44948754486,ugri,4,0
NGC2859,MATLAS-504,140.6702,34.6966,dE  ,5.4,,"(232, 249)",6353.41050014076,8810.4902990476,ugri,4,0
NGC2859,MATLAS-505,140.6976,34.8351,dE  ,4.97,,"(231, 250)",9801.58036045816,1811.62522869114,ugri,4,0
NGC2859,MATLAS-506,140.734,34.7658,dE  ,0.0,,"(231, 250)",9226.15253988048,467.004186025862,ugri,4,0
NGC2852,MATLAS-507,140.76,39.8204,dI  ,0.0,,"(216, 260)",8333.87616052624,1523.69985700684,ugri,4,0
NGC2859,MATLAS-508,140.7893,34.1793,dE  ,3.07,,"(233, 248)",752.968961990336,8480.17525467,ugri,4,0
NGC2852,MATLAS-509,140.8308,40.2327,dE  ,3.57,,"(216, 260)",7266.33940851342,9511.46650855517,ugri,4,0
NGC2859,MATLAS-510,140.853,34.7881,dE  ,0.0,,"(231, 250)",7331.05552698346,895.278776572071,ugri,4,0
NGC2859,MATLAS-513,141.0093,34.1657,dE  ,2.77,,"(234, 248)",6895.28476452999,8212.20112906223,ugri,4,0
NGC2852,MATLAS-516,141.0333,39.9257,dEN ,4.84,,"(216, 260)",4267.14828465331,3560.34459330774,ugri,4,0
NGC2859,MATLAS-517,141.0711,34.6907,dI  ,5.43,,"(233, 249)",9632.83149101113,8702.27217517144,ugri,4,0
NGC2852,MATLAS-518,141.0934,40.2972,dEN ,3.89,,"(215, 261)",9115.65865777308,1076.39788977916,ugri,4,0
NGC2852,MATLAS-520,141.097,40.3811,dI  ,0.0,,"(215, 261)",9057.38317015411,2702.14286014979,ugri,4,0
NGC2859,MATLAS-521,141.1063,34.5474,dEN ,4.62,,"(233, 249)",9078.95733098498,5923.72152627727,ugri,4,0
NGC2852,MATLAS-522,141.125,40.0027,dE  ,4.56,,"(216, 260)",2906.72606889262,5053.97906324763,ugri,4,0
NGC2859,MATLAS-523,141.3129,34.278,dI  ,3.39,,"(233, 249)",5783.79662207021,698.037087386193,ugri,4,0
NGC2859,MATLAS-525,141.377,34.572,dI  ,0.0,,"(233, 249)",4758.20124007121,6395.3042650429,ugri,4,0
NGC2859,MATLAS-527,141.484,34.0937,dI  ,0.0,,"(235, 248)",8957.63458819106,6820.58477627289,ugri,4,0
NGC2859,MATLAS-528,141.509,34.0324,dI  ,0.0,,"(235, 248)",8558.99619526523,5631.73050917974,ugri,4,0
NGC2950,MATLAS-540,145.008,58.5354,dE  ,0.0,,"(152, 297)",9520.96197744303,5701.0559868708,griz,4,0
NGC2950,MATLAS-548,145.2689,58.4219,dE  ,3.9,,"(152, 297)",6887.98487556228,3489.11335968926,griz,4,0
NGC2950,MATLAS-556,145.5148,59.0431,dEN ,5.16,,"(150, 298)",6051.68674536977,5836.06383401465,griz,4,0
NGC2950,MATLAS-565,145.846,58.5246,dI  ,0.0,,"(152, 297)",1043.16009992269,5488.23890096437,griz,4,0
NGC2950,MATLAS-568,145.983,58.6887,dI  ,0.0,,"(153, 297)",9319.3244463201,8670.63539830632,griz,4,0
NGC2950,MATLAS-586,146.4623,58.9937,dE  ,4.05,,"(151, 298)",6285.81535590247,4879.15130305303,griz,4,0
NGC3032,MATLAS-594,147.7631,29.7794,dE  ,3.13,,"(256, 240)",5648.72845540772,725.08792775819,ugri,4,0
NGC3032,MATLAS-596,148.183,29.3482,dI  ,0.0,,"(258, 239)",5545.01405861805,2058.34163810592,uri,3,0
NGC3032,MATLAS-597,148.239,29.3117,dI  ,0.0,,"(258, 239)",4598.92477837375,1350.96866654523,uri,3,0
UGC05408,MATLAS-615,150.34,59.4016,dI  ,0.0,,"(153, 299)",8822.60944307433,3104.2353159464,griz,4,0
UGC05408,MATLAS-621,150.596,59.7429,dI  ,0.0,,"(153, 299)",6284.28753924491,9708.45173302806,griz,4,0
UGC05408,MATLAS-635,151.887,58.9995,dI  ,0.0,,"(156, 298)",589.523656038544,5004.88887319097,griz,4,0
IC0598,MATLAS-639,152.97,43.4087,dIN ,0.0,,"(222, 267)",5766.28634735074,3230.94924446882,ugri,4,0
IC0598,MATLAS-640,152.981,43.2143,dI  ,0.0,,"(224, 266)",7255.1717534884,9155.08301756488,ugri,4,0
IC0598,MATLAS-643,153.178,42.9928,dI  ,0.0,,"(224, 266)",4470.94447388887,4860.58896813644,ugri,4,0
IC0598,MATLAS-653,153.765,43.0098,dI  ,0.0,,"(225, 266)",5840.87558390366,5190.21086575602,ugri,4,0
NGC3182,MATLAS-664,154.571,58.7323,dE  ,0.0,,"(162, 297)",9559.99968582953,9517.17816625721,griz,4,0
NGC3182,MATLAS-676,154.9184,58.5073,dE  ,2.71,,"(162, 297)",6072.56433561936,5142.31204285955,griz,4,0
NGC3182,MATLAS-677,154.928,58.4535,dE  ,0.0,,"(162, 297)",5976.87483263537,4099.57796826938,griz,4,0
NGC3182,MATLAS-678,154.9449,58.6357,dE  ,5.72,,"(162, 297)",5801.3530366324,7630.20470536745,griz,4,0
NGC3648,MATLAS-943,170.015,40.0285,dI  ,0.0,,"(260, 260)",369.452426601895,5560.4107412476,ugri,4,0
NGC3648,MATLAS-952,170.173,40.0169,dE  ,4.73,,"(261, 260)",7710.81725017914,5330.28287060267,ugri,4,0
NGC3648,MATLAS-960,170.3039,40.3566,dIN ,7.76,,"(259, 261)",4998.02834604638,2221.05080362608,ugri,4,0
NGC3648,MATLAS-961,170.31,39.8609,dE  ,0.0,,"(261, 260)",5679.08027233232,2304.55424509126,ugri,4,0
NGC3648,MATLAS-967,170.403,40.1562,dIN ,0.0,,"(261, 260)",4298.70880618604,8027.18849598418,ugri,4,0
NGC3658,MATLAS-983,170.574,38.5276,dE  ,0.0,,"(267, 257)",5143.27679964644,5534.86680007643,ugri,4,0
NGC3658,MATLAS-986,170.598,38.6798,dE  ,0.0,,"(267, 257)",4779.89526903608,8484.36657718587,ugri,4,0
NGC3658,MATLAS-988,170.7,38.3215,dI  ,0.0,,"(267, 257)",3228.01734542943,1541.96132354161,ugri,4,0
NGC3658,MATLAS-993,170.757,38.5199,dI  ,0.0,,"(267, 257)",2368.65280016733,5388.12331278355,ugri,4,0
NGC3658,MATLAS-994,170.7649,38.4315,dE  ,3.53,,"(267, 257)",2245.49567347171,3675.25143560173,ugri,4,0
NGC3648,MATLAS-995,170.779,39.9568,dIN ,0.0,,"(262, 260)",8406.96838530898,4167.20787364911,ugri,4,0
NGC3648,MATLAS-999,170.804,39.7553,dI  ,0.0,,"(262, 260)",8044.55530243034,261.410976850251,ugri,4,0
NGC3658,MATLAS-1001,170.8536,38.2228,dE  ,5.2,,"(269, 256)",2401.94538974431,9320.04874669047,ugri,4,0
NGC3648,MATLAS-1002,170.872,39.7824,dI  ,0.0,,"(262, 260)",7030.66080792141,784.663378691696,ugri,4,0
NGC3658,MATLAS-1004,170.9076,38.7566,dE  ,4.23,,"(266, 258)",8497.28234538041,287.55337626921,ugri,4,0
NGC3658,MATLAS-1005,170.94,38.5667,dEN ,3.25,,"(268, 257)",9278.05748969072,6299.14877581332,ugri,4,0
NGC3658,MATLAS-1006,170.9671,38.224,dE  ,5.03,,"(269, 256)",674.030862829699,9347.54725226396,ugri,4,0
NGC3658,MATLAS-1008,171.0526,38.5755,dE  ,7.84,,"(268, 257)",7571.60617869955,6465.4878331735,ugri,4,0
NGC3648,MATLAS-1011,171.075,39.9751,dI  ,0.0,,"(262, 260)",4010.28275021847,4517.83357536753,ugri,4,0
NGC3665,MATLAS-1012,171.0837,38.8238,dE  ,3.92,,"(266, 258)",5835.24392703649,1585.66863254572,ugri,4,0
NGC3648,MATLAS-1013,171.092,39.5775,dI  ,0.0,,"(264, 259)",4636.21292800425,6501.91986517324,ugri,4,0
NGC3665,MATLAS-1015,171.0988,38.8399,dE  ,2.63,,"(266, 258)",5607.12941987143,1897.55348480204,ugri,4,0
NGC3648,MATLAS-1016,171.116,39.8146,dI  ,0.0,,"(262, 260)",3397.65302057869,1408.09139097222,ugri,4,0
NGC3665,MATLAS-1021,171.225,38.7272,dI  ,0.0,,"(268, 257)",4959.78688617977,9402.92421555919,ugri,4,0
NGC3665,MATLAS-1022,171.2456,38.6732,dE  ,3.48,,"(268, 257)",4648.08548470899,8356.49137396205,ugri,4,0
NGC3665,MATLAS-1023,171.2582,39.1223,dEN ,8.09,,"(266, 258)",3208.25090490926,7371.22666470091,ugri,4,0
NGC3665,MATLAS-1026,171.328,38.7725,dE  ,0.0,,"(266, 258)",2144.78639121646,594.211311497134,ugri,4,0
NGC3665,MATLAS-1027,171.351,38.618,dEN ,0.0,,"(268, 257)",3051.92182216746,7288.08606674748,ugri,4,0
NGC3665,MATLAS-1028,171.374,39.0738,dE  ,0.0,,"(266, 258)",1464.85183914997,6434.73755656842,ugri,4,0
NGC3665,MATLAS-1029,171.3923,38.9089,dEN ,2.54,,"(266, 258)",1180.644101795,3239.87708640324,ugri,4,0
NGC3665,MATLAS-1031,171.408,38.9716,dI  ,0.0,,"(266, 258)",947.480996535239,4455.62006124874,ugri,4,0
NGC3665,MATLAS-1034,171.4557,39.0182,dE  ,4.44,,"(266, 258)",231.950640060906,5360.99277189593,ugri,4,0
NGC3665,MATLAS-1035,171.456,38.8729,dE  ,0.0,,"(266, 258)",217.630175071045,2545.23201950221,ugri,4,0
NGC3665,MATLAS-1037,171.4849,38.9473,dEN ,5.88,,"(267, 258)",9483.81870105472,3986.04585589462,ugri,4,0
NGC3665,MATLAS-1038,171.5173,38.9456,dE  ,5.55,,"(267, 258)",8995.59321399325,3951.59444110018,ugri,4,0
NGC3665,MATLAS-1039,171.5483,38.9774,dE  ,5.08,,"(267, 258)",8526.7772789442,4566.56741348341,ugri,4,0
NGC3665,MATLAS-1040,171.5709,38.488,dEN ,5.24,,"(269, 257)",9403.92471480519,4774.39650793363,ugri,4,0
NGC3665,MATLAS-1042,171.608,38.7955,dE  ,4.64,,"(267, 258)",7634.13904987127,1039.49693007401,ugri,4,0
NGC3694,MATLAS-1043,171.6143,35.2649,dE  ,4.3,,"(279, 251)",843.377023430159,449.481682582113,ugri,4,0
NGC3694,MATLAS-1045,171.6327,35.3471,dE  ,3.29,,"(279, 251)",556.770921407815,2043.25503319221,ugri,4,0
NGC3694,MATLAS-1048,171.659,35.2798,dE  ,5.33,,"(280, 251)",9853.07505201778,740.235005337675,ugri,4,0
NGC3694,MATLAS-1050,171.692,35.1655,dI  ,0.0,,"(281, 250)",2256.59571580444,8209.615169809,ugri,4,0
NGC3665,MATLAS-1051,171.7102,38.9535,dE  ,3.9,,"(267, 258)",6088.09815042058,4099.30901372824,ugri,4,0
NGC3694,MATLAS-1052,171.72,35.3938,dI  ,0.0,,"(280, 251)",8882.54302293433,2946.77464916441,ugri,4,0
NGC3694,MATLAS-1054,171.7575,35.2474,dE  ,2.48,,"(280, 251)",8296.11808042517,108.299325654527,ugri,4,0
NGC3665,MATLAS-1056,171.799,39.2536,dI  ,0.0,,"(267, 258)",4750.92607282359,9914.56011719909,ugri,4,0
NGC3694,MATLAS-1064,172.1835,35.1037,dE  ,5.02,,"(282, 250)",4139.38657326896,7009.83517057882,ugri,4,0
NGC3694,MATLAS-1066,172.223,35.8533,dIN ,0.0,,"(279, 252)",8274.66306852661,2160.58936921496,ugri,4,0
NGC3694,MATLAS-1067,172.2542,35.6365,dEN ,4.32,,"(280, 251)",457.197588295322,7651.89576138786,ugri,4,0
NGC3941,MATLAS-1108,177.8688,37.4096,dE  ,3.8,,"(282, 255)",2811.27610781838,3249.79013518629,ugri,4,0
NGC3941,MATLAS-1109,178.0211,36.7401,dE  ,2.9,,"(286, 253)",3000.83187115875,9654.25988415925,ugri,4,0
NGC3941,MATLAS-1114,178.598,36.5864,dEN ,0.0,,"(287, 253)",3698.65220409807,6674.90981799221,ugri,4,0
NGC4111,MATLAS-1164,181.166,43.3886,dI  ,0.0,,"(263, 267)",6685.71674176355,2842.39033101517,ugri,4,0
NGC4111,MATLAS-1165,181.1703,43.0563,dE  ,3.57,,"(265, 266)",5008.33444850606,6091.03603700454,ugri,4,0
NGC4111,MATLAS-1166,181.179,42.5788,dE  ,0.0,,"(267, 265)",3467.68866699857,6528.03484640424,ugri,4,0
NGC4111,MATLAS-1168,181.23,43.622,dI  ,0.0,,"(263, 267)",5781.3812479536,7364.49917132054,ugri,4,0
NGC4111,MATLAS-1169,181.231,43.5102,dI  ,0.0,,"(263, 267)",5768.77642641626,5197.91808332127,ugri,4,0
NGC4111,MATLAS-1170,181.2582,42.7957,dE  ,3.8,,"(265, 266)",3758.43127958038,1041.50363631269,ugri,4,0
NGC4111,MATLAS-1180,181.496,42.9026,dI  ,0.0,,"(265, 266)",384.916697591124,3121.4006767271,ugri,4,0
NGC4111,MATLAS-1183,181.649,43.2168,dI  ,0.0,,"(266, 266)",7902.9919609744,9204.94519180269,ugri,4,0
NGC4111,MATLAS-1185,181.8507,42.9868,dE  ,4.25,,"(266, 266)",5054.61027330691,4744.19892631838,ugri,4,0
NGC4111,MATLAS-1188,181.97,43.1116,dEN ,0.0,,"(266, 266)",3366.7456193751,7163.81962752184,ugri,4,0
NGC4150,MATLAS-1189,182.2078,30.4977,dE  ,3.13,,"(314, 241)",5086.16595070336,4955.43035268441,ugri,4,0
NGC4150,MATLAS-1190,182.226,30.4147,dI  ,0.0,,"(314, 241)",4782.0788319991,3346.98572870131,ugri,4,0
